timestamp,PitchSensor
1583210319087,0.0
1583210319167,0.0
1583210319247,0.0
1583210319376,0.0
1583210319456,0.0
1583210319537,0.0
1583210319617,0.0
1583210319732,0.0
1583210319812,0.0
1583210319909,193.955078125
1583210319942,193.955078125
1583210319982,193.955078125
1583210320022,193.955078125
1583210320025,215.09765625
1583210320063,215.09765625
1583210320102,215.09765625
1583210320103,0.0
1583210320183,0.0
1583210320262,0.0
1583210320400,167.734375
1583210320432,167.734375
1583210320473,167.734375
1583210320478,198.251953125
1583210320512,198.251953125
1583210320553,198.251953125
1583210320559,197.314453125
1583210320592,197.314453125
1583210320633,197.314453125
1583210320673,197.314453125
1583210320759,59.91043526785714
1583210320760,59.91043526785714
1583210320792,59.91043526785714
1583210320834,59.91043526785714
1583210320933,96.48491753472224
1583210320962,96.48491753472224
1583210321002,96.48491753472224
1583210321042,96.48491753472224
1583210321049,88.59724741133432
1583210321083,88.59724741133432
1583210321124,88.59724741133432
1583210321136,86.84554152715774
1583210321162,86.84554152715774
1583210321203,86.84554152715774
1583210321208,84.2028091672867
1583210321243,84.2028091672867
1583210321283,84.2028091672867
1583210321322,84.2028091672867
1583210321334,83.43543965980489
1583210321363,83.43543965980489
1583210321402,83.43543965980489
1583210321411,85.33846706814235
1583210321443,85.33846706814235
1583210321483,85.33846706814235
1583210321494,84.26362827845982
1583210321533,84.26362827845982
1583210321572,84.26362827845982
1583210321585,85.71075647055697
1583210321616,85.71075647055697
1583210321652,85.71075647055697
1583210321692,85.71075647055697
1583210321698,86.55548861945346
1583210321732,86.55548861945346
1583210321772,86.55548861945346
1583210321785,85.99644431089743
1583210321812,85.99644431089743
1583210321854,85.99644431089743
1583210321860,85.33395948864165
1583210321889,85.33395948864165
1583210321928,85.33395948864165
1583210321967,85.33395948864165
1583210321977,84.06825764973958
1583210322007,84.06825764973958
1583210322047,84.06825764973958
1583210322054,84.65149603949652
1583210322098,84.65149603949652
1583210322138,84.65149603949652
1583210322144,84.3537098718068
1583210322177,84.3537098718068
1583210322217,84.3537098718068
1583210322225,82.45834463614003
1583210322257,82.45834463614003
1583210322297,82.45834463614003
1583210322338,82.45834463614003
1583210322353,81.8002500180845
1583210322377,81.8002500180845
1583210322417,81.8002500180845
1583210322426,84.05070103236605
1583210322459,84.05070103236605
1583210322497,84.05070103236605
1583210322505,84.05828179253471
1583210322538,84.05828179253471
1583210322577,84.05828179253471
1583210322627,84.05828179253471
1583210322637,82.98417423234318
1583210322668,82.98417423234318
1583210322708,82.98417423234318
1583210322798,84.29441509824811
1583210322828,84.29441509824811
1583210322867,84.29441509824811
1583210322878,83.58577861483136
1583210322908,83.58577861483136
1583210322948,83.58577861483136
1583210322988,83.58577861483136
1583210322997,83.27136811755952
1583210323027,83.27136811755952
1583210323067,83.27136811755952
1583210323148,0.0
1583210323290,83.70751918931636
1583210323291,83.70751918931636
1583210323317,83.70751918931636
1583210323357,83.70751918931636
1583210323438,0.0
1583210323517,0.0
1583210323651,83.33401177853955
1583210323688,83.33401177853955
1583210323717,83.33401177853955
1583210323718,0.0
1583210323824,83.08253432765152
1583210323825,83.08253432765152
1583210323847,83.08253432765152
1583210323887,83.08253432765152
1583210323927,83.08253432765152
1583210324020,82.43208821614583
1583210324048,82.43208821614583
1583210324083,82.43208821614583
1583210324172,82.8472391764323
1583210324202,82.8472391764323
1583210324243,82.8472391764323
1583210324283,82.8472391764323
1583210324298,83.34904436383928
1583210324333,83.34904436383928
1583210324373,83.34904436383928
1583210324381,82.37720743815103
1583210324413,82.37720743815103
1583210324453,82.37720743815103
1583210324463,83.53963008543259
1583210324493,83.53963008543259
1583210324532,83.53963008543259
1583210324572,83.53963008543259
1583210324579,83.45135498046875
1583210324613,83.45135498046875
1583210324652,83.45135498046875
1583210324661,84.76085527428302
1583210324662,84.76085527428302
1583210324692,84.76085527428302
1583210324732,84.76085527428302
1583210324745,84.56959788004556
1583210324773,84.56959788004556
1583210324815,84.56959788004556
1583210324819,83.69060698009673
1583210324862,83.69060698009673
1583210324903,83.69060698009673
1583210324942,83.69060698009673
1583210324959,85.1767060250947
1583210324982,85.1767060250947
1583210325022,85.1767060250947
1583210325033,83.11600458054315
1583210325062,83.11600458054315
1583210325103,83.11600458054315
1583210325112,84.2765129937066
1583210325143,84.2765129937066
1583210325182,84.2765129937066
1583210325222,84.2765129937066
1583210325229,83.36090766059027
1583210325262,83.36090766059027
1583210325303,83.36090766059027
1583210325311,84.01402678313079
1583210325342,84.01402678313079
1583210325383,84.01402678313079
1583210325473,0.0
1583210325593,0.0
1583210325682,87.95577170632102
1583210325683,87.95577170632102
1583210325711,87.95577170632102
1583210325752,87.95577170632102
1583210325759,84.8087430960966
1583210325793,84.8087430960966
1583210325836,84.8087430960966
1583210325872,84.8087430960966
1583210325880,83.68411976392805
1583210325913,83.68411976392805
1583210325953,83.68411976392805
1583210325959,83.42128014942956
1583210326002,83.42128014942956
1583210326042,83.42128014942956
1583210326056,83.11995442708333
1583210326081,83.11995442708333
1583210326122,83.11995442708333
1583210326127,84.28315791377315
1583210326163,84.28315791377315
1583210326202,84.28315791377315
1583210326242,84.28315791377315
1583210326249,83.33384422019675
1583210326277,83.33384422019675
1583210326318,83.33384422019675
1583210326325,85.0273412068685
1583210326357,85.0273412068685
1583210326397,85.0273412068685
1583210326406,85.26509148733959
1583210326437,85.26509148733959
1583210326478,85.26509148733959
1583210326518,85.26509148733959
1583210326534,84.42960118765782
1583210326535,84.42960118765782
1583210326569,84.42960118765782
1583210326607,84.42960118765782
1583210326620,83.87104683181865
1583210326648,83.87104683181865
1583210326687,83.87104683181865
1583210326693,83.41517921730325
1583210326728,83.41517921730325
1583210326767,83.41517921730325
1583210326787,83.81046764770723
1583210326807,83.81046764770723
1583210326847,83.81046764770723
1583210326887,83.81046764770723
1583210326895,84.0733034868777
1583210326927,84.0733034868777
1583210326967,84.0733034868777
1583210326975,83.24277072482639
1583210327007,83.24277072482639
1583210327048,83.24277072482639
1583210327058,84.51339789496528
1583210327059,84.51339789496528
1583210327097,84.51339789496528
1583210327137,84.51339789496528
1583210327177,84.51339789496528
1583210327190,84.3858542173972
1583210327217,84.3858542173972
1583210327257,84.3858542173972
1583210327265,83.98224438864088
1583210327297,83.98224438864088
1583210327337,83.98224438864088
1583210327347,83.73463270399306
1583210327377,83.73463270399306
1583210327417,83.73463270399306
1583210327544,84.60356903076172
1583210327577,84.60356903076172
1583210327617,84.60356903076172
1583210327627,84.41715918646918
1583210327668,84.41715918646918
1583210327708,84.41715918646918
1583210327717,84.10782339913504
1583210327718,84.10782339913504
1583210327747,84.10782339913504
1583210327787,84.10782339913504
1583210327827,84.10782339913504
1583210327841,85.0156735151242
1583210327867,85.0156735151242
1583210327910,85.0156735151242
1583210327915,84.23941379123264
1583210327947,84.23941379123264
1583210327987,84.23941379123264
1583210328006,84.10458984375
1583210328027,84.10458984375
1583210328068,84.10458984375
1583210328080,83.87622651599703
1583210328108,83.87622651599703
1583210328147,83.87622651599703
1583210328187,83.87622651599703
1583210328202,83.33190239800348
1583210328237,83.33190239800348
1583210328277,83.33190239800348
1583210328284,83.67369249131944
1583210328317,83.67369249131944
1583210328357,83.67369249131944
1583210328372,82.94926396122685
1583210328397,82.94926396122685
1583210328437,82.94926396122685
1583210328472,82.94926396122685
1583210328482,84.35607522631449
1583210328513,84.35607522631449
1583210328553,84.35607522631449
1583210328559,84.48969862196182
1583210328593,84.48969862196182
1583210328632,84.48969862196182
1583210328648,84.8339349655878
1583210328673,84.8339349655878
1583210328713,84.8339349655878
1583210328723,84.71908230251736
1583210328753,84.71908230251736
1583210328803,84.71908230251736
1583210328842,84.71908230251736
1583210328853,83.52370876736113
1583210328882,83.52370876736113
1583210328923,83.52370876736113
1583210328929,83.77702985491072
1583210328963,83.77702985491072
1583210329002,83.77702985491072
1583210329018,84.32350667317708
1583210329044,84.32350667317708
1583210329082,84.32350667317708
1583210329123,84.32350667317708
1583210329142,84.18825276692708
1583210329162,84.18825276692708
1583210329204,84.18825276692708
1583210329213,84.97906978546628
1583210329242,84.97906978546628
1583210329283,84.97906978546628
1583210329289,85.08230736142113
1583210329333,85.08230736142113
1583210329373,85.08230736142113
1583210329385,85.09942246880723
1583210329411,85.09942246880723
1583210329453,85.09942246880723
1583210329494,85.09942246880723
1583210329517,84.62989908854165
1583210329518,84.62989908854165
1583210329532,84.62989908854165
1583210329572,84.62989908854165
1583210329580,84.26514265272353
1583210329612,84.26514265272353
