timestamp,DecibelSource
1518781450842,22.15616027071877
1518781450882,21.20066899698104
1518781450922,19.438570642023336
1518781450962,20.806872719145453
1518781451002,19.98747660650118
1518781451042,20.68585454810254
1518781451082,19.053289893183823
1518781451123,20.040501429957036
1518781451162,19.45440007558422
1518781451203,19.92512589755117
1518781451243,20.303362849208966
1518781451282,19.570233263868843
1518781451323,20.037739376379207
1518781451362,20.1189031514103
1518781451402,18.95125825791173
1518781451443,18.145582302126535
1518781451484,19.85127127832151
1518781451523,20.0448451070837
1518781451582,19.32617566486573
1518781451622,22.242809551027012
1518781451662,41.779088213655754
1518781451702,58.50771242705833
1518781451742,58.566780204845806
1518781451782,53.58507201271391
1518781451822,53.88463192129403
1518781451862,47.25316734169576
1518781451902,50.73569778601956
1518781451942,54.5003858247006
1518781451983,47.57116064578058
1518781452022,48.81543118312621
1518781452063,53.65721546107291
1518781452102,50.64683403579801
1518781452142,50.77550356868929
1518781452182,57.193011968514725
1518781452223,55.189512762885656
1518781452262,51.13109294123848
1518781452303,50.350259308481526
1518781452344,50.50590618057263
1518781452382,45.146110707980654
1518781452423,48.83084660468669
1518781452463,45.4068809120822
1518781452503,47.66936571387694
1518781452543,49.2771600938228
1518781452583,47.3446512568627
1518781452623,43.01666732216045
1518781452663,34.984105604903895
1518781452703,31.945394280567697
1518781452743,31.730369279859303
1518781452783,31.11006580756079
1518781452823,29.952555890080955
1518781452883,28.1517957522979
1518781452923,28.282433119034025
1518781452963,27.73440323333423
1518781453003,25.50304806621334
1518781453043,24.88167348181279
1518781453083,25.333019903798988
1518781453123,23.347913416722335
1518781453163,24.159305142754075
1518781453203,24.083488206552556
1518781453243,25.063064245950525
1518781453283,25.267999342445325
1518781453323,27.610703752108936
1518781453363,28.22019869075912
1518781453403,25.077647920478068
1518781453443,26.82355131001113
1518781453483,29.017200554684415
1518781453523,26.42372317389544
1518781453563,25.529281404194613
1518781453603,30.04046541447575
1518781453643,29.71498206573388
1518781453683,27.110960621015536
1518781453723,26.35145332233342
1518781453763,39.46193825727602
1518781453803,51.221802154225166
1518781453843,48.175000071109906
1518781453883,46.64757586120666
1518781453923,51.789590353579776
1518781453963,39.50508801633766
1518781454003,38.40431011517243
1518781454043,48.48510332637487
1518781454083,50.76322427886297
1518781454142,52.50821559698628
1518781454182,51.65547779420414
1518781454222,41.044666481049184
1518781454262,37.7555088184536
1518781454302,54.51864162704161
1518781454342,51.791639384463465
1518781454383,40.4034004418643
