timestamp,AccX,AccY,AccZ
1509370428754,-0.08978256583213806,3.178302764892578,8.756793022155762
1509370428813,-0.07541735470294952,3.2836475372314453,9.187748908996582
1509370428849,0.24779987335205078,3.37941575050354,8.78073501586914
1509370428883,0.21428105235099792,3.494337320327759,8.900444984436035
1509370428933,0.013168109580874443,3.5039141178131104,8.83819580078125
1509370428962,0.20470423996448517,,8.732851028442383
1509370428963,,3.307589530944824,
1509370429002,,,8.80467700958252
1509370429003,0.02274491637945175,3.2405519485473633,
1509370429043,-0.02753331884741783,3.1878795623779297,8.761581420898438
1509370429084,0.013168109580874443,3.1447839736938477,8.51258373260498
1509370429124,-0.12330138683319092,3.250128746032715,8.26358699798584
1509370429165,-0.18076223134994507,3.226186752319336,8.277952194213867
1509370429208,,,8.517372131347656
1509370429209,-0.5638344883918762,3.551798105239868,
1509370429249,-0.99479079246521,3.7385458946228027,9.001001358032227
1509370429285,,,9.192537307739258
1509370429287,-0.9852139949798584,3.9683892726898193,
1509370429338,-0.5638344883918762,4.270058631896973,8.943540573120117
1509370429366,-0.04668693244457245,3.5182793140411377,8.04810905456543
1509370429420,-0.707486629486084,3.7193922996520996,8.11514663696289
1509370429447,,,8.431180953979492
1509370429448,-1.1863269805908203,3.5182793140411377,
1509370429487,,,8.44554615020752
1509370429490,-0.6739677786827087,3.4991257190704346,
1509370429528,-0.4920084476470947,3.7672762870788574,8.306682586669922
1509370429568,-0.3627215623855591,3.8582561016082764,8.517372131347656
1509370429619,0.02753331884741783,,8.488641738891602
1509370429620,,3.8391025066375732,
1509370429650,0.03711012750864029,4.059369087219238,8.627506256103516
1509370429698,,,8.900444984436035
1509370429699,-0.061052143573760986,4.6291890144348145,
1509370429729,0.013168109580874443,4.710591793060303,10.016142845153809
1509370429771,-0.13287819921970367,2.646790027618408,13.152546882629395
1509370429810,,,10.969035148620605
1509370429811,-0.669179379940033,2.4600422382354736,
1509370429856,-0.27653029561042786,2.4217350482940674,7.981071472167969
1509370429899,1.703474521636963,2.742558002471924,7.976283073425293
1509370429940,1.4879963397979736,,9.230844497680664
1509370429941,,2.6132712364196777,
1509370429989,0.6212953329086304,2.49834942817688,9.431957244873047
1509370430013,-0.8032546639442444,3.092111587524414,6.242880821228027
1509370430055,-0.12330138683319092,3.5230677127838135,6.271611213684082
1509370430103,0.04668693244457245,4.135983467102051,6.57806921005249
1509370430134,0.22864626348018646,4.906916618347168,9.11113452911377
1509370430182,0.4345476031303406,4.025850296020508,8.426392555236816
1509370430216,0.9564836025238037,4.9835309982299805,7.416039943695068
1509370430254,0.7266402244567871,4.566939830780029,7.947552680969238
1509370430308,0.7218518257141113,3.8582561016082764,8.6897554397583
1509370430346,-0.09457096457481384,4.902127742767334,9.886856079101562
1509370430382,-0.4010287821292877,5.242104530334473,11.821371078491211
1509370430420,-0.7410054206848145,2.981978178024292,12.49174690246582
1509370430462,-0.99479079246521,2.804807186126709,9.216479301452637
1509370430498,,,7.229291915893555
1509370430499,-1.4879963397979736,2.6611552238464355,
1509370430544,0.15682020783424377,2.8622682094573975,7.540538311004639
1509370430575,0.1711854189634323,2.5510218143463135,7.152677536010742
1509370430621,0.08978256583213806,3.355473756790161,7.143100738525391
1509370430663,-0.08499415963888168,2.2828712463378906,5.936423301696777
1509370430696,-0.23343466222286224,3.0873231887817383,7.023390769958496
1509370430736,,,6.238092422485352
1509370430737,0.8032546639442444,3.5901055335998535,
1509370430778,1.4544775485992432,4.677073001861572,8.665813446044922
1509370430817,2.100912094116211,4.289212226867676,8.65623664855957
1509370430861,,,9.23563289642334
1509370430862,1.4927847385406494,1.8710685968399048,
1509370430898,0.6117185354232788,5.017049789428711,11.332953453063965
1509370430938,1.238999366760254,5.108029365539551,7.296329498291016
1509370430991,,,8.541314125061035
1509370430992,1.780089020729065,4.341884613037109,
1509370431021,-0.4728548228740692,1.171961784362793,11.083956718444824
1509370431064,0.8990227580070496,,4.322731018066406
1509370431065,,4.514267444610596,
1509370431100,-0.333991140127182,4.121618270874023,8.704120635986328
1509370431140,-4.045003890991211,3.4512417316436768,9.819818496704102
1509370431185,-1.0330979824066162,-0.5781996846199036,8.13908863067627
1509370431253,-0.5590460896492004,5.227739334106445,7.353790283203125
1509370431274,1.3682862520217896,6.065710067749023,1.646013617515564
1509370431301,0.6404489278793335,3.4081461429595947,10.36569595336914
1509370431342,0.3387795388698578,3.5182793140411377,8.723274230957031
1509370431382,0.424970805644989,3.7864298820495605,9.048885345458984
1509370431422,-0.4728548228740692,3.005920171737671,11.586739540100098
1509370431462,,,15.561114311218262
1509370431463,-2.321178436279297,1.985990285873413,
1509370431503,-2.84790301322937,1.7082629203796387,14.086285591125488
1509370431543,-1.8375498056411743,1.2342109680175781,11.955446243286133
1509370431584,-1.7274165153503418,2.560598611831665,9.84376049041748
1509370431625,-0.9852139949798584,2.541445016860962,8.905233383178711
1509370431665,,,7.143100738525391
1509370431666,0.2621650993824005,1.985990285873413,
1509370431705,0.22385786473751068,1.5167267322540283,4.935647010803223
1509370431745,,,5.170278549194336
1509370431746,-0.3387795388698578,2.206256866455078,
1509370431785,,,6.094440460205078
1509370431786,0.06584054976701736,2.0817582607269287,
1509370431826,1.315613865852356,2.7904419898986816,9.561244010925293
1509370431866,1.765723705291748,2.4408886432647705,10.504559516906738
1509370431906,2.6228480339050293,,11.72081470489502
1509370431907,,2.340332269668579,
1509370431948,2.2206220626831055,2.8670566082000732,13.727155685424805
