timestamp,AccY,AccZ,AccX
1509400376912,-4.466383457183838,6.415263652801514,-4.131195068359375
1509400376952,-8.435969352722168,,-12.046425819396973
1509400376953,,12.357671737670898,
1509400376993,-11.677719116210938,2.675520420074463,-3.8295257091522217
1509400377033,-12.482170104980469,5.337872505187988,-1.0187327861785889
1509400377073,-11.198878288269043,,
1509400377074,,1.258152961730957,-4.566939830780029
1509400377114,-9.882067680358887,3.8726212978363037,0.4967968463897705
1509400377154,-10.164583206176758,0.8415619134902954,0.7936778664588928
1509400377194,-9.546878814697266,,-4.844666957855225
1509400377195,,1.8183962106704712,
1509400377234,-6.602011203765869,-1.138442873954773,-4.4520182609558105
1509400377274,-7.253233909606934,0.889445960521698,-6.060921669006348
1509400377315,-7.933187484741211,-0.7984662652015686,-8.32104778289795
1509400377355,-8.095993041992188,,-5.802347660064697
1509400377356,,1.5598224401474,
1509400377395,-9.168595314025879,3.001131772994995,-4.787206172943115
1509400377435,-10.475829124450684,,
1509400377436,,6.381744861602783,-5.342660903930664
1509400377476,-10.849325180053711,5.313930511474609,-2.4887726306915283
1509400377516,-11.716026306152344,1.1767501831054688,-5.735310077667236
1509400377558,-10.844536781311035,,
1509400377559,,2.9484593868255615,-4.906916618347168
1509400377598,-13.439850807189941,2.5127146244049072,-4.169502258300781
1509400377638,-18.898632049560547,2.096123695373535,0.6979097723960876
1509400377678,-12.913126945495605,10.068815231323242,3.863044500350952
1509400377719,-4.1647138595581055,0.8271966576576233,3.02986216545105
1509400377760,-5.486313343048096,-0.48243165016174316,0.1951274424791336
1509400377799,0.6739677786827087,0.45848962664604187,-2.565387010574341
1509400377839,-4.121618270874023,0.19033902883529663,-4.3179426193237305
1509400377880,-8.052897453308105,-0.07541735470294952,-1.9907786846160889
1509400377920,-6.070498466491699,,
1509400377921,,10.303446769714355,-8.368931770324707
1509400377960,-20.651185989379883,,
1509400377961,,9.029731750488281,-14.713566780090332
1509400378000,-15.149311065673828,4.667496204376221,-6.3961100578308105
1509400378041,-12.15177059173584,-1.382651448249817,1.0570400953292847
1509400378082,-11.802217483520508,-1.2868833541870117,0.9373299479484558
1509400378121,-6.807912349700928,,
1509400378122,,-0.6979097723960876,3.049015760421753
1509400378162,-13.765462875366211,0.2861070930957794,-1.171961784362793
1509400378201,-9.307458877563477,-8.000225067138672,-1.382651448249817
1509400378242,-6.6355299949646,-0.4297592043876648,0.568622887134552
1509400378288,-8.593987464904785,0.2717418968677521,-2.321178436279297
1509400378323,-8.933963775634766,,
1509400378324,,3.269282341003418,1.4401123523712158
1509400378363,-8.407238960266113,,
1509400378364,,0.28131869435310364,2.6228480339050293
1509400378403,-13.147758483886719,,
1509400378404,,,1.7130513191223145
1509400378444,-16.37514305114746,0.9995791912078857,-1.5550340414047241
1509400378484,-15.111003875732422,,
1509400378485,,-0.5734112858772278,0.13766659796237946
1509400378524,-11.81179428100586,,
1509400378525,,0.568622887134552,0.788889467716217
1509400378564,-18.410213470458984,,
1509400378565,,-1.5119383335113525,0.6931213736534119
1509400378605,-16.37993049621582,-4.289212226867676,3.776853084564209
1509400378645,-13.866019248962402,1.7753005027770996,4.294000625610352
1509400378688,-6.084863662719727,,
1509400378689,,2.1487960815429688,2.9676129817962646
1509400378726,-4.19344425201416,-3.465606927871704,1.646013617515564
1509400378768,-4.169502258300781,-3.2836475372314453,0.1472434103488922
1509400378806,-6.429628849029541,,
1509400378807,,2.0673930644989014,-2.517503023147583
1509400378847,-3.623624324798584,-0.7410054206848145,2.632424831390381
1509400378889,0.5303156971931458,-0.43933600187301636,2.474407434463501
1509400378927,-3.1735143661499023,,
1509400378928,,9.283516883850098,-1.5741876363754272
1509400378970,-19.085378646850586,3.422511339187622,-8.977059364318848
1509400379008,-16.667234420776367,,3.494337320327759
1509400379009,,0.09457096457481384,
1509400379050,-15.589844703674316,,
1509400379051,,-4.006696701049805,5.706579685211182
1509400379089,-9.154230117797852,-0.5877765417098999,3.671508312225342
1509400379130,-9.800664901733398,-0.2669534981250763,2.7952303886413574
1509400379169,-8.493430137634277,-0.7314286231994629,0.889445960521698
1509400379209,-9.690531730651855,-1.3970166444778442,-1.3539210557937622
1509400379256,-10.313023567199707,,
1509400379257,,-2.5462334156036377,-4.226963043212891
1509400379296,-9.575610160827637,-0.16160862147808075,-4.935647010803223
1509400379330,-9.331400871276855,-0.21428105235099792,-1.8471266031265259
1509400379370,-7.937975883483887,-0.1951274424791336,-0.8224082589149475
1509400379411,-7.253233909606934,-0.4776432514190674,-0.46806642413139343
1509400379452,-14.713566780090332,-4.06894588470459,-0.424970805644989
1509400379491,-16.025588989257812,1.315613865852356,-1.7609353065490723
1509400379531,-11.558009147644043,,
1509400379532,,-0.750582218170166,-2.9101521968841553
1509400379572,-11.744756698608398,2.742558002471924,-4.183867454528809
1509400379612,-14.842853546142578,-2.2254104614257812,-1.1671733856201172
1509400379653,-17.567455291748047,-5.48152494430542,0.25258827209472656
1509400379693,-14.493300437927246,-4.423287868499756,4.107253074645996
1509400379733,-7.564480304718018,,4.954800605773926
1509400379734,,3.422511339187622,
1509400379778,-5.567716121673584,0.970848798751831,2.7090392112731934
1509400379814,-4.662707805633545,2.1057004928588867,0.008379706181585789
1509400379854,-5.155913352966309,-3.666719913482666,-4.552574634552002
1509400379895,-6.592434406280518,-3.561375141143799,-3.561375141143799
1509400379935,-4.6291890144348145,-1.2677297592163086,3.824737310409546
1509400379975,-4.590881824493408,,
1509400379976,,4.279635429382324,-0.5925649404525757
1509400380015,-23.778013229370117,3.8582561016082764,-11.438298225402832
1509400380056,-16.954540252685547,3.3028011322021484,-12.228384971618652
1509400380096,-16.55231285095215,,
1509400380097,,3.4512417316436768,-0.93254154920578
1509400380136,-9.642647743225098,-5.318718910217285,2.84790301322937
1509400380176,-7.2340803146362305,,1.7609353065490723
1509400380177,,-1.5885528326034546,
1509400380217,-7.626729488372803,-1.3634978532791138,0.5015852451324463
1509400380257,-9.216479301452637,-1.5837644338607788,-0.061052143573760986
1509400380297,-7.42561674118042,,
1509400380298,,-2.0003554821014404,0.5781996846199036
1509400380338,-8.684967041015625,-2.1775264739990234,-0.45848962664604187
1509400380379,-8.96269416809082,0.3531447649002075,-1.6172832250595093
1509400380418,-8.919598579406738,2.4456770420074463,-2.029085874557495
1509400380458,-10.030508041381836,,
1509400380459,,2.100912094116211,-2.3546974658966064
1509400380499,-11.639411926269531,-0.02753331884741783,-2.627636432647705
1509400380539,-11.423933029174805,-0.889445960521698,-2.3499090671539307
1509400380579,-13.296198844909668,-0.8176198601722717,-3.116053581237793
1509400380620,-10.107122421264648,,
1509400380621,,3.465606927871704,-3.5948939323425293
1509400380660,-18.00320053100586,1.3874398469924927,-4.2509050369262695
1509400380701,-27.714082717895508,-7.995436668395996,-4.341884613037109
1509400380741,-15.7909574508667,-2.8383262157440186,4.791994571685791
1509400380782,-7.181407928466797,,
1509400380783,,6.865373611450195,5.639542102813721
1509400380823,-4.2509050369262695,0.5925649404525757,3.1687259674072266
1509400380863,-2.93888258934021,-3.0394389629364014,-0.3579331636428833
1509400380903,-4.878185749053955,,
1509400380904,,-2.345120668411255,-3.072957992553711
1509400380944,-3.7912182807922363,-2.05781626701355,3.1735143661499023
1509400380984,-2.536656618118286,3.1256303787231445,3.245340347290039
1509400381024,-27.886465072631836,6.04655647277832,-12.755109786987305
1509400381064,-17.993623733520508,,
1509400381065,,-0.5925649404525757,-11.39520263671875
1509400381105,-15.781380653381348,3.7385458946228027,1.8279730081558228
1509400381145,-7.669825077056885,,
1509400381146,,-3.848679304122925,2.7521347999572754
1509400381185,-5.850231647491455,,2.5749640464782715
1509400381186,,-2.3546974658966064,
1509400381225,-9.657012939453125,-1.7944542169570923,1.8806453943252563
1509400381266,-9.68574333190918,,
1509400381267,,-0.5159504413604736,0.6021417379379272
1509400381307,-8.78073501586914,,
1509400381308,,-0.6739677786827087,0.18555063009262085
1509400381347,-8.78073501586914,,-0.9564836025238037
1509400381348,,-2.0434510707855225,
1509400381387,-9.479841232299805,-3.3219549655914307,-3.0538041591644287
1509400381427,-7.933187484741211,,
1509400381428,,1.3970166444778442,-1.9907786846160889
1509400381468,-8.052897453308105,2.1775264739990234,-2.24935245513916
1509400381508,-9.283516883850098,1.2964602708816528,-2.675520420074463
1509400381548,-10.806229591369629,-1.4209587574005127,-2.1152772903442383
1509400381589,-12.046425819396973,,
1509400381590,,-2.1966800689697266,-3.75291109085083
1509400381629,-11.007342338562012,-1.9716250896453857,-4.576516628265381
1509400381669,-21.082143783569336,0.9229647517204285,-3.690661907196045
1509400381709,-25.36297607421875,-5.017049789428711,-2.4791958332061768
1509400381750,-14.119804382324219,-2.072181463241577,6.539762020111084
1509400381789,-6.314706802368164,5.323507308959961,7.870938301086426
1509400381830,-3.9157168865203857,0.5494692921638489,3.3028011322021484
1509400381870,-3.336320161819458,,
1509400381871,,-1.6938977241516113,-0.7553706169128418
1509400381911,-4.322731018066406,-3.954024076461792,-3.9827544689178467
1509400381950,-1.866280198097229,,
1509400381951,,1.1815385818481445,3.671508312225342
1509400381992,-1.047463297843933,6.740874767303467,-0.25258827209472656
1509400382032,-12.046425819396973,9.125499725341797,-9.676166534423828
1509400382072,-19.396625518798828,2.9053637981414795,-6.199785232543945
1509400382112,-15.417461395263672,2.2158336639404297,5.505466938018799
1509400382153,-7.4351935386657715,-4.389768600463867,4.930858612060547
1509400382192,-7.483077526092529,,
1509400382193,,-1.334767460823059,4.322731018066406
1509400382236,-13.099874496459961,-1.047463297843933,2.670732021331787
1509400382273,-12.032060623168945,-0.7601590156555176,0.851138710975647
1509400382314,-8.459911346435547,-0.18076223134994507,-1.315613865852356
1509400382354,-9.623494148254395,-1.8183962106704712,-2.804807186126709
1509400382394,-9.044096946716309,-2.3307554721832275,-3.6571431159973145
1509400382434,-8.215703010559082,1.7369933128356934,-2.100912094116211
1509400382475,-7.593210697174072,1.3682862520217896,-3.2788591384887695
1509400382515,-11.692084312438965,1.7513585090637207,-3.4512417316436768
1509400382555,-13.382390022277832,1.4065934419631958,-1.8279730081558228
1509400382595,-9.877279281616211,,
1509400382596,,-1.7896658182144165,-3.6332011222839355
1509400382636,-12.90833854675293,,
1509400382637,,1.942894697189331,-3.422511339187622
1509400382678,-22.32234001159668,-3.0202853679656982,-4.365826606750488
1509400382717,-10.921151161193848,1.2964602708816528,7.693767070770264
1509400382758,-6.649895191192627,,
1509400382759,,7.305906295776367,7.334636688232422
1509400382798,-7.363367557525635,5.60602331161499,6.118382453918457
1509400382839,-2.5510218143463135,-2.1966800689697266,-1.0330979824066162
1509400382878,-3.4608185291290283,-3.81994891166687,-4.236539840698242
1509400382921,-4.217386245727539,,
1509400382922,,-3.5901055335998535,-2.431311845779419
1509400382959,-2.24935245513916,4.499902248382568,0.6835445761680603
1509400382999,-23.323116302490234,,-9.130288124084473
1509400383000,,12.879608154296875,
1509400383039,-24.9942684173584,1.765723705291748,-15.661670684814453
1509400383081,-12.261903762817383,-0.8559271097183228,5.285200119018555
1509400383120,-9.221267700195312,-5.390544891357422,2.8431146144866943
1509400383162,-7.99064826965332,-2.426523447036743,3.8965632915496826
1509400383200,-6.774393558502197,-0.7745242714881897,4.571728229522705
1509400383242,-10.901997566223145,-0.5446808934211731,0.2621650993824005
1509400383281,-8.29710578918457,-0.30047231912612915,-0.20949265360832214
1509400383321,-8.402450561523438,-0.36750996112823486,-0.5590460896492004
1509400383362,-9.197325706481934,-0.6117185354232788,-3.580528736114502
1509400383403,-9.249998092651367,0.7601590156555176,-2.3738510608673096
1509400383442,-8.752004623413086,3.178302764892578,-1.3634978532791138
1509400383482,-12.199654579162598,,
1509400383483,,1.4927847385406494,-2.5558102130889893
1509400383523,-13.530831336975098,-1.3251906633377075,-1.7322049140930176
1509400383563,-13.832500457763672,-2.2445640563964844,-3.7481226921081543
1509400383604,-12.281057357788086,,
1509400383605,,3.800795316696167,-2.7473464012145996
1509400383644,-20.64160919189453,,-3.183091163635254
1509400383645,,-1.315613865852356,
1509400383684,-26.21531105041504,,
1509400383685,,-9.230844497680664,-2.05781626701355
1509400383725,-11.644200325012207,-1.8997989892959595,6.76002836227417
1509400383765,-6.783970355987549,7.454347133636475,6.204573631286621
1509400383813,-3.7193922996520996,-0.03711012750864029,2.1775264739990234
1509400383845,-2.2014684677124023,-1.7561469078063965,-0.6212953329086304
1509400383885,-3.886986494064331,-3.4991257190704346,-3.2740707397460938
1509400383925,-2.364274263381958,,4.313154220581055
1509400383926,,-1.2485761642456055,
1509400383965,-3.2309751510620117,,
1509400383966,,2.8095955848693848,2.651578426361084
1509400384006,-25.875335693359375,10.035296440124512,-15.053543090820312
1509400384047,-15.024812698364258,0.3818751573562622,-8.756793022155762
1509400384087,-17.08861541748047,3.8103721141815186,6.300341606140137
1509400384127,-8.04810905456543,-3.733757495880127,1.7705121040344238
1509400384167,-5.615600109100342,-2.40736985206604,2.589329242706299
1509400384208,-9.647436141967773,-2.914940595626831,2.493561029434204
1509400384250,-9.3026704788208,0.7218518257141113,-0.7266402244567871
1509400384288,-7.004237174987793,0.07541735470294952,-0.5877765417098999
1509400384329,-8.723274230957031,-1.2725181579589844,-1.3251906633377075
1509400384369,-10.040084838867188,-2.230198860168457,-3.005920171737671
1509400384409,-8.546102523803711,4.030638694763184,-1.5167267322540283
1509400384450,-8.819042205810547,3.47039532661438,-3.226186752319336
1509400384491,-12.2188081741333,1.7082629203796387,-3.580528736114502
1509400384531,-13.09029769897461,,
1509400384532,,-2.9915549755096436,-4.0114850997924805
1509400384571,-11.05522632598877,,
1509400384572,,-1.4065934419631958,-4.940435409545898
1509400384611,-11.131840705871582,,
1509400384612,,3.7433342933654785,-2.541445016860962
1509400384652,-26.722881317138672,-5.807136058807373,-3.949235677719116
1509400384692,-15.51801872253418,,
1509400384693,,-4.226963043212891,4.480748653411865
1509400384732,-7.128735542297363,,8.948328971862793
1509400384733,,3.494337320327759,
1509400384772,-5.146336555480957,,
1509400384773,,3.1735143661499023,3.1495723724365234
1509400384813,-3.025073766708374,-2.005143880844116,-0.08499415963888168
1509400384853,-3.671508312225342,-2.536656618118286,-2.670732021331787
1509400384893,-3.666719913482666,,
1509400384894,,-2.958036184310913,2.187103271484375
1509400384934,-1.4209587574005127,2.9915549755096436,2.876633405685425
1509400384974,-10.054450035095215,6.300341606140137,-3.757699489593506
1509400385014,-29.763519287109375,9.925163269042969,-12.20923137664795
1509400385055,-16.763002395629883,4.107253074645996,4.394556999206543
1509400385095,-10.700884819030762,-4.8494553565979,6.898892402648926
1509400385135,-8.0145902633667,,3.2549171447753906
1509400385175,-10.049661636352539,-2.7760767936706543,3.2309751510620117
1509400385216,-12.539631843566895,-2.1152772903442383,0.669179379940033
1509400385256,-8.65623664855957,,
1509400385257,,0.4776432514190674,-0.32441434264183044
1509400385297,-9.29309368133545,-0.5207388401031494,-0.7122750282287598
1509400385339,-11.05522632598877,-0.6883329749107361,-2.7521347999572754
1509400385377,-9.321824073791504,-2.072181463241577,-2.6898856163024902
1509400385419,-8.613141059875488,4.289212226867676,-3.551798105239868
1509400385458,-10.629058837890625,3.1447839736938477,-3.3506853580474854
1509400385499,-12.69286060333252,,
1509400385500,,0.6404489278793335,-1.6077064275741577
1509400385538,-13.91390323638916,,
1509400385539,,-2.4839842319488525,-2.9532477855682373
1509400385579,-9.647436141967773,0.5398924946784973,-3.7481226921081543
1509400385620,-16.00164794921875,2.9532477855682373,-2.536656618118286
1509400385659,-27.632678985595703,-3.906140089035034,-4.294000625610352
1509400385700,-8.072051048278809,3.2836475372314453,10.609905242919922
1509400385740,-6.295553207397461,6.798335552215576,8.96269416809082
1509400385781,-5.2229509353637695,1.3443442583084106,4.0545806884765625
1509400385820,-3.0538041591644287,,
1509400385821,,-1.5119383335113525,-3.005920171737671
1509400385861,-4.365826606750488,-2.8622682094573975,-5.146336555480957
1509400385901,-3.867832899093628,-3.465606927871704,1.4113819599151611
1509400385941,-2.9053637981414795,,
1509400385942,,4.993107795715332,-1.703474521636963
1509400385982,-31.69324493408203,13.210007667541504,-11.988965034484863
1509400386022,-20.220230102539062,,
1509400386023,,1.5550340414047241,-13.15733528137207
1509400386062,-11.17972469329834,-4.294000625610352,8.38808536529541
1509400386103,-7.6315178871154785,-4.3179426193237305,4.131195068359375
1509400386143,-6.214150428771973,,2.7664999961853027
1509400386144,,-2.120065689086914,
1509400386183,-10.753557205200195,-2.005143880844116,2.608482837677002
1509400386223,-9.130288124084473,-0.2717418968677521,-0.4345476031303406
1509400386263,-8.196549415588379,,
1509400386264,,0.7984662652015686,-0.7026981711387634
1509400386304,-9.6618013381958,0.02274491637945175,-0.9852139949798584
1509400386345,-8.42160415649414,-2.1057004928588867,-2.890998601913452
1509400386385,-7.583633899688721,,
1509400386386,,1.3874398469924927,-2.455253839492798
1509400386425,-7.655459880828857,2.9293057918548584,-3.4081461429595947
1509400386465,-12.190077781677246,1.8327614068984985,-2.1296424865722656
1509400386506,-12.8748197555542,-0.2669534981250763,-2.316390037536621
1509400386546,-12.108675003051758,-2.450465440750122,-5.227739334106445
1509400386588,-14.541184425354004,1.5837644338607788,-4.150348663330078
1509400386627,-28.963855743408203,-3.906140089035034,-5.610811710357666
1509400386667,-23.95997428894043,-7.736862659454346,0.7122750282287598
1509400386708,-8.58919906616211,,
1509400386709,,0.05626374110579491,9.20211410522461
1509400386748,-5.826289653778076,5.16549015045166,6.084863662719727
1509400386790,-3.0107085704803467,-0.39624038338661194,2.1057004928588867
1509400386828,-2.699462413787842,,
1509400386829,,-1.703474521636963,-1.1288660764694214
1509400386870,-3.37941575050354,,
1509400386871,,-4.959589004516602,0.5111620426177979
1509400386909,-1.646013617515564,1.6124948263168335,3.2549171447753906
1509400386951,-3.1878795623779297,,-0.9373299479484558
1509400386952,,3.5230677127838135,
1509400386989,-19.918561935424805,,
1509400386990,,2.5989060401916504,-14.713566780090332
1509400387032,-17.28972816467285,4.303577423095703,-0.1041477769613266
1509400387070,-13.60744571685791,2.5558102130889893,7.138312339782715
1509400387112,-7.205349922180176,-3.733757495880127,2.0865468978881836
1509400387151,-9.949105262756348,-2.828749418258667,2.2014684677124023
1509400387192,-11.198878288269043,-2.6132712364196777,1.334767460823059
1509400387231,-8.526948928833008,,
1509400387232,,0.5781996846199036,-0.9133879542350769
1509400387271,-9.62828254699707,,
1509400387272,,-0.1759738177061081,-1.4736311435699463
1509400387312,-10.226832389831543,-1.258152961730957,-2.804807186126709
1509400387353,-9.422380447387695,,
