timestamp,value
1489047978849,-1.0618284940719604
1489047978900,-0.9660604000091553
1489047978930,-0.9469067454338074
1489047978963,-1.1049240827560425
1489047979013,-1.1623848676681519
1489047979042,-1.2198457717895508
1489047979081,-1.1528080701828003
1489047979132,-0.9564836025238037
1489047979165,-0.9373299479484558
1489047979217,-1.013944387435913
1489047979250,-1.0761936902999878
1489047979291,-0.9756371974945068
1489047979334,-1.0091559886932373
1489047979368,-1.0426748991012573
1489047979403,-1.071405291557312
1489047979443,-1.0570400953292847
1489047979484,-0.9469067454338074
1489047979524,-0.9756371974945068
1489047979568,-0.8702923059463501
1489047979606,-0.9660604000091553
1489047979645,-0.9995791912078857
1489047979686,-1.3012486696243286
1489047979725,-1.3539210557937622
1489047979768,-1.2198457717895508
1489047979817,-1.095347285270691
1489047979851,-1.0187327861785889
1489047979887,-1.114500880241394
1489047979929,-1.215057373046875
1489047979967,-1.2294225692749023
1489047980012,-1.1959037780761719
1489047980048,-1.1049240827560425
1489047980088,-0.9133879542350769
1489047980128,-1.071405291557312
1489047980168,-1.1767501831054688
1489047980208,-1.0187327861785889
1489047980249,-0.9852139949798584
1489047980290,-1.138442873954773
1489047980333,-1.0905588865280151
1489047980370,-1.1623848676681519
1489047980410,-1.0570400953292847
1489047980453,-1.0761936902999878
1489047980491,-1.0570400953292847
1489047980542,-1.0426748991012573
1489047980571,-1.0235211849212646
1489047980612,-1.1288660764694214
1489047980652,-1.114500880241394
1489047980693,-1.1240776777267456
1489047980733,-1.1240776777267456
1489047980773,-1.1623848676681519
1489047980813,-1.0809820890426636
1489047980854,-1.0761936902999878
1489047980898,-1.0857704877853394
1489047980941,-1.1528080701828003
1489047980985,-1.1240776777267456
1489047981014,-1.1192892789840698
1489047981058,-1.095347285270691
1489047981097,-1.1192892789840698
1489047981136,-1.1336544752120972
1489047981181,-1.171961784362793
1489047981222,-1.1432312726974487
1489047981269,-1.1480196714401245
1489047981296,-1.1863269805908203
1489047981337,-1.1959037780761719
1489047981377,-1.157596468925476
1489047981418,-1.1671733856201172
1489047981463,-1.2006921768188477
1489047981497,-1.1049240827560425
1489047981544,-1.095347285270691
1489047981580,-1.114500880241394
1489047981619,-1.1336544752120972
1489047981660,-1.1528080701828003
1489047981699,-1.0522516965866089
1489047981740,-1.0809820890426636
1489047981779,-1.1049240827560425
1489047981820,-1.1480196714401245
1489047981860,-1.1240776777267456
1489047981900,-1.171961784362793
1489047981941,-1.114500880241394
1489047981981,-1.114500880241394
1489047982021,-1.1480196714401245
1489047982061,-1.1240776777267456
1489047982101,-1.1240776777267456
1489047982142,-1.1288660764694214
1489047982183,-1.1192892789840698
1489047982223,-1.1240776777267456
1489047982264,-1.1192892789840698
1489047982304,-1.1240776777267456
1489047982344,-1.1001356840133667
1489047982390,-1.171961784362793
1489047982424,-1.1480196714401245
1489047982464,-1.1336544752120972
1489047982504,-1.1336544752120972
1489047982545,-1.1480196714401245
1489047982585,-1.1480196714401245
1489047982632,-1.1671733856201172
1489047982668,-1.1192892789840698
1489047982706,-1.1049240827560425
1489047982746,-1.1240776777267456
1489047982786,-1.1336544752120972
1489047982826,-1.1528080701828003
1489047982867,-1.1240776777267456
1489047982907,-1.114500880241394
1489047982947,-1.0905588865280151
1489047982987,-1.138442873954773
1489047983031,-1.138442873954773
1489047983069,-1.0522516965866089
1489047983109,-1.0618284940719604
1489047983149,-1.138442873954773
1489047983189,-1.1097124814987183
1489047983230,-1.095347285270691
1489047983269,-1.114500880241394
1489047983310,-1.1097124814987183
1489047983350,-1.114500880241394
1489047983391,-1.1528080701828003
1489047983433,-1.1192892789840698
1489047983477,-1.0905588865280151
1489047983511,-1.1240776777267456
1489047983552,-1.1049240827560425
1489047983592,-1.1432312726974487
1489047983632,-1.1288660764694214
1489047983673,-1.0809820890426636
1489047983712,-1.1192892789840698
1489047983767,-1.1480196714401245
1489047983795,-1.114500880241394
1489047983833,-1.071405291557312
1489047983874,-1.1097124814987183
1489047983914,-1.1097124814987183
1489047983955,-1.095347285270691
1489047983995,-1.0426748991012573
1489047984041,-1.1240776777267456
1489047984075,-1.1623848676681519
1489047984115,-1.1049240827560425
1489047984155,-1.1097124814987183
1489047984195,-1.0618284940719604
1489047984237,-1.1240776777267456
1489047984277,-1.0809820890426636
1489047984323,-1.071405291557312
1489047984361,-1.1192892789840698
1489047984397,-1.095347285270691
1489047984440,-1.1049240827560425
1489047984477,-1.114500880241394
1489047984518,-1.0809820890426636
1489047984563,-1.0809820890426636
1489047984598,-1.0618284940719604
1489047984641,-1.1192892789840698
1489047984678,-1.1097124814987183
1489047984719,-1.0857704877853394
1489047984759,-1.071405291557312
1489047984801,-1.1192892789840698
1489047984840,-1.1240776777267456
1489047984880,-1.1240776777267456
1489047984921,-1.0761936902999878
1489047984961,-1.071405291557312
1489047985004,-1.071405291557312
1489047985042,-1.0809820890426636
1489047985083,-1.0857704877853394
1489047985122,-1.1097124814987183
1489047985168,-1.0761936902999878
1489047985202,-1.0857704877853394
1489047985242,-1.0809820890426636
1489047985283,-1.1336544752120972
1489047985324,-1.1336544752120972
1489047985363,-1.1240776777267456
1489047985404,-1.095347285270691
1489047985444,-1.1815385818481445
1489047985484,-1.1336544752120972
1489047985527,-1.1240776777267456
1489047985564,-1.138442873954773
1489047985606,-1.138442873954773
1489047985646,-1.114500880241394
1489047985686,-1.1480196714401245
1489047985725,-1.1097124814987183
1489047985771,-1.1240776777267456
1489047985806,-1.1288660764694214
1489047985849,-1.1240776777267456
1489047985887,-1.1001356840133667
1489047985928,-1.1432312726974487
1489047985968,-1.0905588865280151
1489047986007,-1.071405291557312
1489047986048,-1.1192892789840698
1489047986088,-1.1480196714401245
1489047986128,-1.1001356840133667
1489047986168,-1.0761936902999878
1489047986209,-1.1336544752120972
1489047986254,-1.157596468925476
1489047986292,-1.138442873954773
1489047986341,-1.1049240827560425
1489047986372,-1.1480196714401245
1489047986410,-1.1671733856201172
1489047986451,-1.1097124814987183
1489047986492,-1.171961784362793
1489047986531,-1.1336544752120972
1489047986571,-1.1288660764694214
1489047986611,-1.1049240827560425
1489047986651,-1.1192892789840698
1489047986692,-1.1480196714401245
1489047986733,-1.138442873954773
1489047986772,-1.1097124814987183
1489047986812,-1.1001356840133667
1489047986853,-1.1192892789840698
1489047986893,-1.1192892789840698
1489047986933,-1.114500880241394
1489047986976,-1.071405291557312
1489047987013,-1.157596468925476
1489047987055,-1.1959037780761719
1489047987095,-1.1288660764694214
1489047987142,-1.114500880241394
1489047987175,-1.1336544752120972
1489047987215,-1.1767501831054688
1489047987255,-1.1432312726974487
1489047987298,-1.171961784362793
1489047987337,-1.0905588865280151
1489047987382,-1.1192892789840698
1489047987423,-1.1192892789840698
1489047987457,-1.1097124814987183
1489047987499,-1.1336544752120972
1489047987537,-1.1432312726974487
1489047987578,-1.1528080701828003
1489047987620,-1.1049240827560425
1489047987658,-1.1528080701828003
1489047987698,-1.1480196714401245
1489047987743,-1.114500880241394
1489047987780,-1.1240776777267456
1489047987819,-1.1049240827560425
1489047987859,-1.2006921768188477
1489047987899,-1.1097124814987183
1489047987940,-1.1049240827560425
1489047987987,-1.138442873954773
1489047988021,-1.138442873954773
1489047988060,-1.1480196714401245
1489047988101,-1.1432312726974487
1489047988141,-1.095347285270691
1489047988181,-1.1097124814987183
1489047988224,-1.1288660764694214
1489047988262,-1.171961784362793
1489047988302,-1.1288660764694214
1489047988344,-1.1432312726974487
1489047988382,-1.1671733856201172
1489047988423,-1.1288660764694214
1489047988464,-1.1240776777267456
1489047988506,-1.138442873954773
1489047988554,-1.138442873954773
1489047988586,-1.1049240827560425
1489047988624,-1.0809820890426636
1489047988664,-1.191115379333496
1489047988704,-1.1480196714401245
1489047988750,-1.1336544752120972
1489047988788,-1.0905588865280151
1489047988832,-1.1528080701828003
1489047988867,-1.1480196714401245
1489047988906,-1.1336544752120972
1489047988947,-1.1671733856201172
1489047988987,-1.1097124814987183
1489047989027,-1.095347285270691
1489047989067,-1.1240776777267456
1489047989107,-1.114500880241394
1489047989147,-1.1480196714401245
1489047989188,-1.114500880241394
1489047989228,-1.1001356840133667
1489047989270,-1.1288660764694214
1489047989309,-1.138442873954773
1489047989349,-1.138442873954773
1489047989396,-1.1001356840133667
1489047989429,-1.1623848676681519
1489047989470,-1.2102689743041992
1489047989510,-1.1192892789840698
1489047989550,-1.1288660764694214
1489047989593,-1.1432312726974487
1489047989631,-1.1767501831054688
1489047989671,-1.157596468925476
1489047989711,-1.1671733856201172
1489047989751,-1.114500880241394
1489047989793,-1.1049240827560425
1489047989833,-1.1192892789840698
1489047989872,-1.1432312726974487
1489047989915,-1.1288660764694214
1489047989953,-1.1480196714401245
1489047990004,-1.1192892789840698
1489047990033,-1.114500880241394
1489047990073,-1.1336544752120972
1489047990114,-1.1432312726974487
1489047990154,-1.1432312726974487
1489047990200,-1.1001356840133667
1489047990241,-1.1671733856201172
