timestamp,DecibelSource
1518781430549,47.700625296542725
1518781430589,50.862468363204066
1518781430629,59.34189766252237
1518781430669,60.7764983989587
1518781430709,55.87401696026528
1518781430749,64.77679419993987
1518781430789,70.97551142263274
1518781430829,69.3975078010208
1518781430869,73.11021652407506
1518781430909,66.91001696005027
1518781430949,64.04965794598009
1518781430989,65.56903560286801
1518781431029,65.72980205980551
1518781431069,65.4720186506805
1518781431110,63.90560056773458
1518781431149,68.93601243609743
1518781431189,64.97638867860962
1518781431229,63.42547381796675
1518781431269,64.01033432873606
1518781431309,64.68217372716578
1518781431349,67.18054244391314
1518781431389,66.5846596518133
1518781431449,69.70712567674836
1518781431489,69.31320327158753
1518781431529,71.97328045393944
1518781431569,68.86598014199474
1518781431609,68.89492949567232
1518781431649,66.42771023230648
1518781431689,62.997963408754146
1518781431729,64.22311330537262
1518781431769,69.46145922179707
1518781431809,64.5765967334754
1518781431849,63.332284095036925
1518781431889,64.17865317124807
1518781431929,65.05641415899711
1518781431969,67.9371487150397
1518781432009,63.33175396614368
1518781432049,59.02022731251928
1518781432089,57.99364913592286
1518781432129,61.89078227609328
1518781432169,65.82981938981106
1518781432210,63.845375773796995
1518781432249,60.984301375878886
1518781432289,61.4003206196262
1518781432329,62.80669690698329
1518781432371,54.51012156109499
1518781432409,60.95353126382535
1518781432449,58.041676846178746
1518781432489,53.48501275759536
1518781432530,51.23090063566708
1518781432569,66.26099843421025
1518781432609,66.11504070335062
1518781432649,64.43910815017136
1518781432689,63.59443341799825
1518781432749,63.63097768431608
1518781432789,57.975685468556755
1518781432829,52.666430220794
1518781432869,52.40532972798612
1518781432909,52.743009911486595
1518781432950,46.5733954669956
1518781432989,46.01580324319036
1518781433029,45.68099885058169
1518781433069,43.861607256946755
1518781433109,43.90550917937088
1518781433149,41.412713763160724
1518781433192,39.5737355639611
1518781433229,39.619875893431875
1518781433269,38.35591779773191
1518781433309,40.23956569569755
1518781433349,40.880569659853634
1518781433389,39.7761973873195
1518781433429,40.38331327996744
1518781433469,38.82780281991073
1518781433509,38.59743051691305
1518781433549,39.78785897935386
1518781433589,42.26448009627468
1518781433629,41.01036828278083
1518781433669,40.53087494050429
1518781433710,40.35717204082455
1518781433749,41.473858361461666
1518781433789,39.70627410342977
1518781433829,39.99768977269339
1518781433869,40.990534257321876
1518781433909,39.2542493450236
1518781433949,40.734532162890396
1518781434009,40.09596685553753
1518781434049,51.97934896513024
1518781434089,61.30285789696801
1518781434129,58.187264887725966
1518781434169,66.88004978076702
1518781434209,65.4745050845443
1518781434249,60.35191273576626
1518781434289,54.81864231958043
1518781434329,63.419293721988964
1518781434369,63.70886611390298
1518781434409,62.30895752298384
1518781434449,61.3975087442286
1518781434489,61.29590315892291
1518781434529,57.89884014985175
1518781434569,54.16341627423033
1518781434609,60.69215720397659
1518781434649,62.690524885428395
1518781434689,61.97687216697329
1518781434729,58.22230383773522
1518781434769,59.648153007099566
1518781434809,60.80473180384465
1518781434849,53.93037248676212
1518781434889,59.43162541221791
1518781434929,60.17660681388086
1518781434969,59.50034296013637
1518781435009,59.139981259895286
1518781435049,61.40927805850873
1518781435089,60.800582421134884
1518781435129,58.055397521789764
1518781435169,54.514992298748766
1518781435209,52.35329097779244
1518781435249,50.741115798491776
1518781435309,47.11527959371273
1518781435349,45.31704352645194
1518781435389,43.3257262319981
1518781435429,40.52546853033835
1518781435469,40.427785527289856
1518781435509,39.991186420865446
1518781435549,40.65104503590128
1518781435589,38.29999321819371
1518781435629,37.43077472206053
1518781435669,38.06980360264373
1518781435709,39.11415673922411
1518781435749,36.497244573808615
1518781435789,36.6263247554673
1518781435829,36.375670071839316
1518781435869,37.08459693665853
1518781435909,38.92173950130898
1518781435949,39.43765379664875
1518781435990,39.081459530297565
1518781436029,36.799294475642796
1518781436069,37.16354797968648
1518781436109,37.76003111992854
1518781436149,39.13134440544594
1518781436189,39.63235071609991
1518781436230,41.435346388113
1518781436269,41.17571005481637
1518781436309,39.843858723697295
1518781436349,40.5897069898071
1518781436389,39.5971373085623
1518781436429,38.938165431164265
1518781436470,38.95350266145451
1518781436509,40.29008876566071
1518781436569,40.365250369668935
1518781436609,38.721176573908075
1518781436649,40.53498066986087
1518781436689,40.71815417062488
1518781436729,41.450189863803445
1518781436769,39.4932976850669
1518781436809,40.10278987020029
1518781436849,40.398212564148764
1518781436889,38.954724935445746
1518781436929,42.93849550578648
1518781436969,43.50283103836057
1518781437009,40.25415709914729
1518781437049,39.85657035575589
1518781437089,40.621625865590104
1518781437129,39.2719346174257
1518781437169,37.91345503129501
1518781437209,38.67409839153741
1518781437249,38.229043650424636
1518781437289,37.693034601890815
1518781437329,38.75345658990352
1518781437369,40.17913093601051
1518781437409,40.51058242737844
1518781437449,39.63806740913592
1518781437489,39.170902359410846
1518781437529,39.05992125952772
1518781437569,38.42461923213112
