Código DANE Municipio;Tipo División Geográfica;Nombre División Geográfica;Grupo Edad;Total 2016;Hombres 2016;Mujeres 2016;Total 2017;Hombres 2017;Mujeres 2017;Total 2018;Hombres 2018;Mujeres 2018;Total 2019;Hombres 2019;Mujeres_2019;Total 2020;Hombres 2020;Mujeres 2020
05001;Corregimiento;San Antonio;70-74;1,067;365;702;1,102;371;731;1,138;378;760;1,169;382;787;1,196;384;812
05001;Corregimiento;San Antonio;75-79;868;269;599;875;269;606;878;266;612;872;259;613;873;256;617
05001;Corregimiento;San Antonio;80 Y MÁS;302;42;260;326;49;277;351;52;299;363;55;308;381;57;324
05001;Corregimiento;Santa Elena;0-4;1,498;763;735;1,559;793;766;1,617;823;794;1,674;852;822;1,723;877;846
05001;Corregimiento;Santa Elena;5-9;1,439;731;708;1,491;757;734;1,548;785;763;1,614;818;796;1,683;853;830
05001;Corregimiento;Santa Elena;10-14;1,684;853;831;1,725;873;852;1,765;893;872;1,808;915;893;1,856;937;919
05001;Corregimiento;Santa Elena;15-19;1,603;806;797;1,670;840;830;1,738;875;863;1,802;910;892;1,854;939;915
05001;Corregimiento;Santa Elena;20-24;1,712;843;869;1,785;879;906;1,860;915;945;1,931;949;982;2,000;982;1,018
05001;Corregimiento;Santa Elena;25-29;1,924;941;983;1,997;976;1,021;2,073;1,013;1,060;2,145;1,046;1,099;2,226;1,085;1,141
05001;Corregimiento;Santa Elena;30-34;1,672;803;869;1,757;843;914;1,844;884;960;1,921;920;1,001;1,995;954;1,041
05001;Corregimiento;Santa Elena;35-39;1,417;671;746;1,495;706;789;1,574;744;830;1,647;777;870;1,722;812;910
05001;Corregimiento;Santa Elena;40-44;1,442;680;762;1,514;714;800;1,584;746;838;1,654;777;877;1,726;809;917
05001;Corregimiento;Santa Elena;45-49;1,434;667;767;1,488;691;797;1,543;717;826;1,599;741;858;1,659;768;891
05001;Corregimiento;Santa Elena;50-54;1,028;470;558;1,077;491;586;1,124;511;613;1,168;531;637;1,211;549;662
05001;Corregimiento;Santa Elena;55-59;656;291;365;678;298;380;708;309;399;732;318;414;761;329;432
05001;Corregimiento;Santa Elena;60-64;501;209;292;511;211;300;522;213;309;531;214;317;541;214;327
05001;Corregimiento;Santa Elena;65-69;343;133;210;353;136;217;363;138;225;372;140;232;377;140;237
05001;Corregimiento;Santa Elena;70-74;241;83;158;250;85;165;257;86;171;264;87;177;270;88;182
05001;Corregimiento;Santa Elena;75-79;155;48;107;159;49;110;161;48;113;164;50;114;166;50;116
05001;Corregimiento;Santa Elena;80 Y MÁS;40;6;34;50;7;43;47;8;39;55;8;47;58;8;50
