timestamp,DecibelSource
1518781419171,46.84443196928241
1518781419206,45.358521809402106
1518781419246,42.99932088202475
1518781419286,44.935948823657164
1518781419326,45.92024774347662
1518781419366,42.97003200695801
1518781419406,46.61920394664784
1518781419446,46.59075412240513
1518781419486,40.52000356590995
1518781419526,36.87107502518242
1518781419566,32.166002976721856
1518781419607,40.98956584903878
1518781419646,45.420680389501854
1518781419686,46.155642357804865
1518781419727,47.29121141562345
1518781419767,46.62900980065987
1518781419807,46.603402041845364
1518781419847,44.76795993732371
1518781419887,43.35697835473386
1518781419926,41.59658334140217
1518781419967,45.2555800021193
1518781420007,43.10271640683027
1518781420047,37.06545244986734
1518781420087,35.140770980060694
1518781420127,47.40949040496095
1518781420167,47.10049373723472
1518781420206,42.959473460658025
1518781420246,37.38307936464269
1518781420286,36.109710699594885
1518781420327,31.83199436755463
1518781420386,29.0159999960579
1518781420426,27.167055958704015
1518781420466,27.907695974152084
1518781420506,24.58526563667034
1518781420546,23.75959437528095
1518781420586,33.28160862812269
1518781420626,41.11543397117476
1518781420666,43.738277531596886
1518781420706,48.64947664299951
1518781420746,47.15358596239385
1518781420786,39.991629346026166
1518781420826,44.75679342292779
1518781420866,59.31397128361585
1518781420906,42.31712770185198
1518781420946,40.39433772469003
1518781420986,44.789038857275465
1518781421026,46.65758729917763
1518781421066,48.79711525617438
1518781421106,36.999404592822216
1518781421147,35.143800750831495
1518781421186,44.36429835404567
1518781421226,47.12979189189866
1518781421267,47.62300661171648
1518781421306,48.02090546090661
1518781421346,45.410550717296275
1518781421386,44.207695549198306
1518781421427,44.534045029356236
1518781421467,43.32330425195664
1518781421506,45.910538750576734
1518781421547,46.23020715561595
1518781421587,44.31793331200439
1518781421627,45.48537601106926
1518781421687,42.739925286963725
1518781421727,37.6998842214891
1518781421767,33.47330995615387
1518781421806,30.89139748440617
1518781421846,41.362356636489075
1518781421886,46.31937936457112
1518781421926,45.644700253985356
1518781421966,42.50761924139419
1518781422006,38.791743406206805
1518781422046,37.084456563089525
1518781422086,32.15046696438606
1518781422126,27.615041450479602
1518781422166,28.141539159027523
1518781422206,28.381034826078945
1518781422246,25.491025190879554
1518781422286,23.04324359961057
1518781422326,21.945515060683476
1518781422366,20.65436739041178
1518781422406,21.501377024147526
1518781422446,27.272025585742902
1518781422486,35.77485773056743
1518781422526,39.31912397169847
1518781422566,45.27193628304536
1518781422606,44.292409140077254
1518781422646,43.12720878735056
1518781422686,34.55302706065516
1518781422726,42.3464194405595
1518781422766,45.80563218306527
1518781422806,44.41487557494371
1518781422846,41.731217557442264
1518781422886,35.21738511204869
1518781422946,42.82668418951748
1518781422986,42.82483417951419
1518781423026,38.7185220182727
1518781423066,43.54213570656385
1518781423106,45.20713249293812
1518781423146,46.65597866333813
