;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
COLOMBIA. Necesidades Básicas Insatisfechas - NBI, por total, cabecera y resto, según municipio y nacional.;;;;;;;;;;
 A JUNIO 2012;;;;;;;;;;
RESULTADOS CENSO GENERAL 2005;;;;;;;;;;
;;;;;;;;;;
Cod Depto;Nombre Departamento;Cod Mpio;Nombre Municipio;Personas en NBI;;;;;;Nota Aclaratoria
;;;;Cabecera ;;Resto ;;Total ;;
;;;;Prop (%);cve (%);Prop (%);cve (%);Prop (%);cve (%);
15;BOYACA;820;TOPAGA;22,72;-;32,89;4,71;29,40;3,46;
15;BOYACA;822;TOTA;24,56;-;64,73;-;60,64;-;
15;BOYACA;832;TUNUNGUA;11,15;-;24,94;-;22,67;-;
15;BOYACA;835;TURMEQUE;15,68;-;39,93;5,39;32,11;4,54;
15;BOYACA;837;TUTA;11,19;-;39,29;3,58;32,46;3,28;
15;BOYACA;839;TUTAZA;19,69;-;49,30;-;46,68;-;
15;BOYACA;842;UMBITA;39,03;-;48,88;-;47,36;-;
15;BOYACA;861;VENTAQUEMADA;22,08;-;29,44;4,96;28,45;4,44;
15;BOYACA;879;VIRACACHA;20,16;-;40,23;-;38,02;-;
15;BOYACA;897;ZETAQUIRA;14,40;-;43,90;-;38,08;-;
17;CALDAS;001;MANIZALES;9,00;8,87;23,59;10,17;10,03;7,59;
17;CALDAS;013;AGUADAS;15,05;10,40;29,21;13,93;22,99;10,37;
17;CALDAS;042;ANSERMA;18,68;8,60;19,62;15,95;19,08;8,43;
17;CALDAS;050;ARANZAZU;17,22;7,34;24,02;13,97;20,34;8,28;
17;CALDAS;088;BELALCAZAR;21,35;-;34,29;-;28,78;-;
17;CALDAS;174;CHINCHINA;17,81;8,67;22,84;15,60;18,58;7,62;
17;CALDAS;272;FILADELFIA;15,43;6,72;32,00;7,42;26,57;6,14;
17;CALDAS;380;LA DORADA;23,13;7,08;41,68;5,17;25,07;5,92;
17;CALDAS;388;LA MERCED;11,09;-;32,89;-;25,78;-;
17;CALDAS;433;MANZANARES;21,05;8,28;34,59;12,05;28,13;8,29;
17;CALDAS;442;MARMATO;77,81;-;29,30;-;35,99;-;
17;CALDAS;444;MARQUETALIA;21,17;-;30,81;-;26,90;-;
17;CALDAS;446;MARULANDA;22,32;-;20,81;-;21,43;-;
17;CALDAS;486;NEIRA;16,78;6,70;28,34;7,56;22,56;5,36;
17;CALDAS;495;NORCASIA;24,17;-;59,10;-;36,66;-;
17;CALDAS;513;PACORA;15,06;8,01;32,25;7,33;24,88;5,81;
17;CALDAS;524;PALESTINA;18,57;6,84;29,32;8,79;25,85;6,94;
17;CALDAS;541;PENSILVANIA;20,58;5,29;25,08;8,29;23,61;6,11;
17;CALDAS;614;RIOSUCIO;11,25;8,34;31,30;-;23,82;1,47;
17;CALDAS;616;RISARALDA;15,96;-;30,26;-;24,61;-;
17;CALDAS;653;SALAMINA;15,94;9,85;23,42;10,95;18,85;7,34;
17;CALDAS;662;SAMANA;21,68;-;37,05;-;32,93;-;
17;CALDAS;665;SAN JOSE;18,14;-;27,59;-;25,23;-;
17;CALDAS;777;SUPIA;18,62;8,25;29,56;6,75;24,30;5,24;
17;CALDAS;867;VICTORIA;17,84;-;39,56;-;30,66;-;
17;CALDAS;873;VILLAMARIA;9,26;9,81;24,99;9,33;12,50;6,93;
17;CALDAS;877;VITERBO;20,46;5,21;23,61;14,17;20,82;4,89;
18;CAQUETA;001;FLORENCIA;24,84;5,99;43,72;5,41;26,85;5,04;
18;CAQUETA;029;ALBANIA;30,47;-;37,48;-;35,03;-;
18;CAQUETA;094;BELEN DE LOS ANDAQUIES;36,35;-;59,90;-;47,83;-;
18;CAQUETA;150;CARTAGENA DEL CHAIRA;40,53;-;61,08;-;51,57;-;
18;CAQUETA;205;CURILLO;39,42;4,75;57,79;5,83;44,58;3,69;
18;CAQUETA;247;EL DONCELLO;36,75;4,93;55,33;-;42,34;2,99;
18;CAQUETA;256;EL PAUJIL;44,95;-;67,08;-;54,22;-;
18;CAQUETA;410;LA MONTAÑITA;42,27;-;72,38;-;65,29;-;
18;CAQUETA;460;MILAN;42,91;-;64,46;-;60,77;-;
18;CAQUETA;479;MORELIA;36,88;-;43,05;-;40,27;-;
18;CAQUETA;592;PUERTO RICO;36,32;4,60;68,35;7,63;46,20;4,29;
18;CAQUETA;610;SAN JOSE DEL FRAGUA;39,00;-;59,80;-;49,72;-;
18;CAQUETA;753;SAN VICENTE DEL CAGUAN;53,30;2,15;56,07;1,73;53,98;1,66;
18;CAQUETA;756;SOLANO;100,00;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
18;CAQUETA;785;SOLITA;38,11;-;62,59;-;52,87;-;
18;CAQUETA;860;VALPARAISO;41,04;-;50,63;-;46,94;-;
19;CAUCA;001;POPAYAN;15,47;7,17;37,29;6,59;18,07;5,64;
19;CAUCA;022;ALMAGUER;50,82;-;92,12;-;88,54;-;
19;CAUCA;050;ARGELIA;100,00;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
19;CAUCA;075;BALBOA;40,12;-;69,97;-;62,13;-;
19;CAUCA;100;BOLIVAR;22,75;9,62;72,78;3,36;67,00;3,25;
19;CAUCA;110;BUENOS AIRES;25,74;-;60,83;2,36;57,89;2,27;
19;CAUCA;130;CAJIBIO;22,03;-;65,74;-;63,74;-;
19;CAUCA;137;CALDONO;27,49;-;71,82;-;69,87;-;
19;CAUCA;142;CALOTO (1);13,95;10,45;57,95;3,88;48,94;3,71;
19;CAUCA;212;CORINTO;21,23;8,49;82,30;1,29;53,58;1,90;
19;CAUCA;256;EL TAMBO;33,77;-;57,46;-;53,45;-;
19;CAUCA;290;FLORENCIA;24,13;-;53,09;-;46,74;-;
19;CAUCA;300;GUACHENE (1);24,67;31,07;26,70;10,36;26,23;10,63;
19;CAUCA;318;GUAPI;97,55;0,60;73,57;-;87,42;0,39;
19;CAUCA;355;INZA;24,75;-;72,26;-;68,44;-;
19;CAUCA;364;JAMBALO;23,15;-;76,36;-;72,95;-;
19;CAUCA;392;LA SIERRA;41,81;-;59,18;-;56,91;-;
19;CAUCA;397;LA VEGA;30,78;-;74,04;-;70,62;-;
19;CAUCA;418;LOPEZ;56,98;-;38,93;-;44,81;-;
19;CAUCA;450;MERCADERES;37,65;-;79,96;-;69,05;-;
19;CAUCA;455;MIRANDA;51,22;1,35;47,98;4,37;50,28;1,55;
19;CAUCA;473;MORALES;25,80;-;64,83;-;62,29;-;
19;CAUCA;513;PADILLA;18,59;6,10;25,38;9,84;22,17;6,41;
19;CAUCA;517;PAEZ;21,36;-;68,28;-;64,27;-;
19;CAUCA;532;PATIA;27,53;4,40;43,18;7,03;34,39;4,35;
19;CAUCA;533;PIAMONTE;100,00;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
19;CAUCA;548;PIENDAMO;26,47;5,38;44,27;4,85;37,98;3,89;
19;CAUCA;573;PUERTO TEJADA;18,52;8,20;14,56;14,99;18,05;7,55;
19;CAUCA;585;PURACE;44,71;-;51,47;-;50,68;-;
19;CAUCA;622;ROSAS;26,55;-;71,62;-;65,93;-;
19;CAUCA;693;SAN SEBASTIAN;36,22;-;78,27;-;74,96;-;
19;CAUCA;698;SANTANDER DE QUILICHAO;14,01;2,77;53,54;1,39;33,60;1,24;
19;CAUCA;701;SANTA ROSA;67,41;-;81,39;-;77,72;-;
19;CAUCA;743;SILVIA;12,22;-;56,00;-;50,29;-;
19;CAUCA;760;SOTARA;30,93;-;57,91;-;57,27;-;
19;CAUCA;780;SUAREZ;28,23;6,90;69,10;3,69;59,51;3,37;
19;CAUCA;785;SUCRE;55,72;-;85,12;-;80,28;-;
19;CAUCA;807;TIMBIO;25,41;5,55;42,17;4,45;36,04;3,60;
19;CAUCA;809;TIMBIQUI;60,32;-;75,42;-;73,19;-;
19;CAUCA;821;TORIBIO;32,86;-;63,69;-;61,81;-;
19;CAUCA;824;TOTORO;32,40;-;63,42;-;60,97;-;
19;CAUCA;845;VILLA RICA;34,32;4,30;20,89;9,94;30,66;3,96;
20;CESAR;001;VALLEDUPAR;27,23;3,41;63,37;3,05;32,74;2,56;
20;CESAR;011;AGUACHICA;36,03;4,52;72,85;3,93;41,90;3,44;
20;CESAR;013;AGUSTIN CODAZZI;43,94;4,49;70,80;4,69;51,44;3,30;
20;CESAR;032;ASTREA;62,83;2,65;78,57;4,02;70,86;2,55;
20;CESAR;045;BECERRIL;46,16;4,85;81,51;3,02;56,51;3,08;
20;CESAR;060;BOSCONIA;49,39;2,78;57,78;3,22;50,20;2,50;
20;CESAR;175;CHIMICHAGUA;56,96;3,53;72,27;3,82;66,64;2,84;
20;CESAR;178;CHIRIGUANA;46,07;4,09;65,27;5,20;53,52;3,27;
20;CESAR;228;CURUMANI;41,46;5,41;60,76;5,96;47,89;4,01;
20;CESAR;238;EL COPEY;46,19;3,97;65,62;4,42;51,17;3,03;
20;CESAR;250;EL PASO;58,88;3,11;62,48;4,15;61,82;3,47;
20;CESAR;295;GAMARRA;43,29;3,85;59,41;3,44;50,52;2,57;
20;CESAR;310;GONZALEZ;30,90;6,40;73,39;2,86;66,33;2,68;
20;CESAR;383;LA GLORIA;52,46;2,35;56,32;5,93;54,77;3,77;
20;CESAR;400;LA JAGUA DE IBIRICO;51,28;3,26;71,19;4,82;55,65;2,71;
20;CESAR;443;MANAURE;47,63;-;84,21;-;55,29;-;
20;CESAR;517;PAILITAS;44,00;3,49;71,95;4,62;51,27;2,78;
20;CESAR;550;PELAYA;51,84;2,78;62,95;5,70;55,36;2,72;
20;CESAR;570;PUEBLO BELLO;48,47;3,16;94,39;0,86;83,40;0,86;
20;CESAR;614;RIO DE ORO;20,88;5,31;68,78;3,42;49,66;2,98;
20;CESAR;621;LA PAZ;38,69;3,90;67,19;5,15;49,34;3,24;
20;CESAR;710;SAN ALBERTO;29,24;4,68;46,79;5,70;34,26;3,62;
20;CESAR;750;SAN DIEGO;32,35;6,12;49,52;5,88;40,29;4,26;
20;CESAR;770;SAN MARTIN;38,96;2,99;53,35;4,65;46,86;3,11;
20;CESAR;787;TAMALAMEQUE;54,50;-;65,34;-;61,29;-;
23;CORDOBA;001;MONTERIA;34,29;2,72;75,94;2,84;44,51;1,98;
23;CORDOBA;068;AYAPEL;49,08;3,72;73,61;4,08;61,55;2,88;
23;CORDOBA;079;BUENAVISTA;49,36;-;68,06;-;61,34;-;
23;CORDOBA;090;CANALETE;65,32;-;92,45;-;85,95;-;
23;CORDOBA;162;CERETE;36,87;5,50;67,69;3,14;50,43;2,92;
23;CORDOBA;168;CHIMA (3);60,99;-;63,36;-;62,87;-;
23;CORDOBA;182;CHINU;39,66;4,05;67,04;3,15;53,78;2,49;
23;CORDOBA;189;CIENAGA DE ORO;47,00;3,46;71,34;2,71;61,84;2,17;
23;CORDOBA;300;COTORRA;71,34;-;58,30;-;61,27;-;
23;CORDOBA;350;LA APARTADA;52,40;3,04;58,59;5,50;53,65;2,66;
23;CORDOBA;417;LORICA;51,05;4,27;74,18;3,64;64,70;2,82;
23;CORDOBA;419;LOS CORDOBAS;73,11;-;88,19;-;85,38;-;
23;CORDOBA;464;MOMIL;62,21;-;65,60;-;63,47;-;
23;CORDOBA;466;MONTELIBANO (1);41,14;4,25;68,94;7,76;45,11;3,84;
23;CORDOBA;500;MOÑITOS;54,04;-;84,00;-;77,14;-;
23;CORDOBA;555;PLANETA RICA;43,81;4,77;82,60;2,21;58,45;2,52;
23;CORDOBA;570;PUEBLO NUEVO;46,14;3,01;72,48;2,94;63,04;2,31;
23;CORDOBA;574;PUERTO ESCONDIDO;58,43;-;89,53;-;84,60;-;
23;CORDOBA;580;PUERTO LIBERTADOR;51,20;3,24;73,14;4,03;64,41;2,94;
23;CORDOBA;586;PURISIMA;53,66;-;77,68;-;67,63;-;
23;CORDOBA;660;SAHAGUN;41,55;4,90;67,09;4,78;53,80;3,47;
23;CORDOBA;670;SAN ANDRES SOTAVENTO (3);53,68;-;92,80;-;82,47;-;
23;CORDOBA;672;SAN ANTERO;60,46;1,98;71,98;2,28;65,64;1,50;
23;CORDOBA;675;SAN BERNARDO DEL VIENTO;45,16;3,37;79,70;2,19;70,71;1,91;
23;CORDOBA;678;SAN CARLOS;50,97;-;69,85;-;66,22;-;
23;CORDOBA;682;SAN JOSE DE URE (1);68,55;9,27;81,99;8,61;72,53;6,83;
23;CORDOBA;686;SAN PELAYO;42,15;-;68,00;-;63,40;-;
23;CORDOBA;807;TIERRALTA;52,78;2,78;88,29;1,68;73,29;1,44;
23;CORDOBA;815;TUCHÍN (3);63,96;-;96,89;-;92,26;-;
23;CORDOBA;855;VALENCIA;58,00;2,68;86,41;2,44;76,17;1,92;
25;CUNDINAMARCA;001;AGUA DE DIOS;15,17;8,52;38,92;5,53;20,67;5,37;
25;CUNDINAMARCA;019;ALBAN;20,57;-;27,62;-;25,78;-;
25;CUNDINAMARCA;035;ANAPOIMA;21,25;-;36,42;-;29,98;-;
25;CUNDINAMARCA;040;ANOLAIMA;16,65;-;31,20;-;26,86;-;
25;CUNDINAMARCA;053;ARBELAEZ;20,66;5,89;28,30;11,17;25,25;7,76;
25;CUNDINAMARCA;086;BELTRAN;33,23;-;33,99;-;33,86;-;
25;CUNDINAMARCA;095;BITUIMA;12,81;-;35,70;-;32,09;-;
25;CUNDINAMARCA;099;BOJACA;20,68;5,53;21,13;10,90;20,78;4,94;
25;CUNDINAMARCA;120;CABRERA;23,66;-;41,28;-;37,44;-;
25;CUNDINAMARCA;123;CACHIPAY;16,11;-;23,96;-;21,43;-;
25;CUNDINAMARCA;126;CAJICA;10,99;9,72;15,45;12,82;12,74;7,95;
25;CUNDINAMARCA;148;CAPARRAPI;19,56;-;61,23;-;53,90;-;
25;CUNDINAMARCA;151;CAQUEZA;16,58;8,12;38,99;5,88;30,34;4,95;
25;CUNDINAMARCA;154;CARMEN DE CARUPA;26,55;-;42,26;-;39,19;-;
25;CUNDINAMARCA;168;CHAGUANI;14,66;-;51,28;-;44,09;-;
25;CUNDINAMARCA;175;CHIA;6,13;12,18;10,08;6,75;7,11;8,24;
25;CUNDINAMARCA;178;CHIPAQUE;15,69;-;35,91;4,31;30,34;3,70;
25;CUNDINAMARCA;181;CHOACHI;16,52;6,48;27,66;10,09;24,31;8,14;
25;CUNDINAMARCA;183;CHOCONTA;34,24;3,84;46,09;2,67;39,98;2,26;
25;CUNDINAMARCA;200;COGUA;10,22;-;14,41;-;13,16;-;
25;CUNDINAMARCA;214;COTA;15,29;6,52;12,16;11,92;13,88;6,14;
25;CUNDINAMARCA;224;CUCUNUBA;24,40;-;43,99;-;40,73;-;
25;CUNDINAMARCA;245;EL COLEGIO;14,06;8,30;25,66;8,46;21,32;6,69;
25;CUNDINAMARCA;258;EL PEÑON;11,66;-;51,59;-;48,00;-;
25;CUNDINAMARCA;260;EL ROSAL;27,94;-;15,79;-;24,68;-;
25;CUNDINAMARCA;269;FACATATIVA;12,06;9,58;21,99;8,51;13,09;8,05;
25;CUNDINAMARCA;279;FOMEQUE;13,51;-;38,92;-;30,36;-;
25;CUNDINAMARCA;281;FOSCA;26,51;-;42,56;4,07;38,92;3,44;
25;CUNDINAMARCA;286;FUNZA;13,14;8,06;18,48;10,64;13,41;7,54;
25;CUNDINAMARCA;288;FUQUENE;9,96;-;24,07;-;23,43;-;
25;CUNDINAMARCA;290;FUSAGASUGA;16,05;8,39;22,92;10,40;17,44;6,75;
25;CUNDINAMARCA;293;GACHALA;21,74;-;39,44;-;33,67;-;
25;CUNDINAMARCA;295;GACHANCIPA;24,22;3,36;17,08;8,16;20,96;3,69;
25;CUNDINAMARCA;297;GACHETA;10,26;-;51,50;-;38,89;-;
25;CUNDINAMARCA;299;GAMA;7,17;-;31,32;-;27,27;-;
25;CUNDINAMARCA;307;GIRARDOT;19,20;10,17;44,49;5,20;20,09;9,39;
25;CUNDINAMARCA;312;GRANADA;18,03;-;18,32;9,02;18,25;6,93;
25;CUNDINAMARCA;317;GUACHETA;28,39;-;34,86;-;32,82;-;
25;CUNDINAMARCA;320;GUADUAS;27,89;5,00;31,61;10,36;29,84;6,16;
25;CUNDINAMARCA;322;GUASCA;11,97;6,43;21,72;8,92;18,52;7,16;
25;CUNDINAMARCA;324;GUATAQUI;37,18;-;55,90;-;47,11;-;
25;CUNDINAMARCA;326;GUATAVITA;9,02;-;28,98;6,15;22,93;5,42;
25;CUNDINAMARCA;328;GUAYABAL DE SIQUIMA;11,84;-;32,48;-;27,60;-;
25;CUNDINAMARCA;335;GUAYABETAL;22,46;-;35,36;-;31,69;-;
25;CUNDINAMARCA;339;GUTIERREZ;28,30;-;52,42;-;46,75;-;
25;CUNDINAMARCA;368;JERUSALEN;26,32;-;58,30;-;51,14;-;
25;CUNDINAMARCA;372;JUNIN;9,29;-;36,77;-;34,11;-;
25;CUNDINAMARCA;377;LA CALERA;4,45;14,88;19,33;-;13,36;1,99;
25;CUNDINAMARCA;386;LA MESA;11,76;9,38;36,83;7,82;23,69;6,28;
25;CUNDINAMARCA;394;LA PALMA;16,64;8,37;60,41;5,12;42,75;4,51;
25;CUNDINAMARCA;398;LA PEÑA;20,23;-;76,40;-;68,49;-;
25;CUNDINAMARCA;402;LA VEGA;15,07;-;29,89;-;24,80;-;
25;CUNDINAMARCA;407;LENGUAZAQUE;17,67;-;36,44;-;32,41;-;
25;CUNDINAMARCA;426;MACHETA;17,48;-;52,44;3,66;45,07;3,36;
25;CUNDINAMARCA;430;MADRID;13,66;9,53;13,36;14,30;13,62;8,48;
25;CUNDINAMARCA;436;MANTA;10,27;-;45,88;-;37,61;-;
25;CUNDINAMARCA;438;MEDINA;25,78;-;51,98;-;42,76;-;
25;CUNDINAMARCA;473;MOSQUERA;10,21;8,57;27,16;8,93;11,06;7,59;
25;CUNDINAMARCA;483;NARIÑO;41,88;-;47,80;-;43,93;-;
25;CUNDINAMARCA;486;NEMOCON;14,58;6,93;19,22;9,90;17,16;6,70;
25;CUNDINAMARCA;488;NILO;18,68;-;27,36;4,69;24,01;3,29;
25;CUNDINAMARCA;489;NIMAIMA;14,76;-;39,10;-;29,00;-;
25;CUNDINAMARCA;491;NOCAIMA;16,61;-;44,52;-;35,27;-;
25;CUNDINAMARCA;506;VENECIA;12,60;-;29,08;-;25,05;-;
25;CUNDINAMARCA;513;PACHO;17,60;7,06;27,48;14,31;22,22;8,80;
25;CUNDINAMARCA;518;PAIME;16,07;-;64,34;-;59,72;-;
25;CUNDINAMARCA;524;PANDI;24,25;-;38,67;4,14;35,98;3,62;
25;CUNDINAMARCA;530;PARATEBUENO;27,29;-;43,52;-;38,88;-;
25;CUNDINAMARCA;535;PASCA;22,28;-;27,42;5,75;26,24;4,63;
25;CUNDINAMARCA;572;PUERTO SALGAR;19,08;6,17;55,77;4,09;29,26;3,62;
25;CUNDINAMARCA;580;PULI;23,60;-;46,28;-;41,70;-;
25;CUNDINAMARCA;592;QUEBRADANEGRA;24,78;-;40,75;-;39,53;-;
25;CUNDINAMARCA;594;QUETAME;29,28;-;41,82;-;39,23;-;
25;CUNDINAMARCA;596;QUIPILE;17,26;-;45,10;-;42,72;-;
25;CUNDINAMARCA;599;APULO;23,50;-;47,10;-;37,59;-;
25;CUNDINAMARCA;612;RICAURTE;29,81;-;41,68;4,18;36,63;2,73;
25;CUNDINAMARCA;645;SAN ANTONIO DEL TEQUENDAMA;33,17;-;27,11;6,22;27,61;5,61;
25;CUNDINAMARCA;649;SAN BERNARDO;20,80;9,08;30,91;13,98;27,10;10,28;
25;CUNDINAMARCA;653;SAN CAYETANO;22,12;-;39,97;-;37,71;-;
25;CUNDINAMARCA;658;SAN FRANCISCO;20,56;-;23,73;-;22,63;-;
25;CUNDINAMARCA;662;SAN JUAN DE RIO SECO;13,32;-;42,78;-;34,15;-;
25;CUNDINAMARCA;718;SASAIMA;10,56;-;28,70;-;24,77;-;
25;CUNDINAMARCA;736;SESQUILE;8,83;-;19,02;5,18;16,56;4,51;
25;CUNDINAMARCA;740;SIBATE;12,61;11,16;26,20;8,50;16,65;7,14;
25;CUNDINAMARCA;743;SILVANIA;18,41;6,84;26,88;7,87;24,62;6,44;
25;CUNDINAMARCA;745;SIMIJACA;16,50;-;28,23;-;22,05;-;
25;CUNDINAMARCA;754;SOACHA;15,91;5,64;35,22;3,13;16,16;5,48;
25;CUNDINAMARCA;758;SOPO;8,68;7,80;9,35;13,11;8,94;7,08;
25;CUNDINAMARCA;769;SUBACHOQUE;12,20;-;15,26;-;14,02;-;
25;CUNDINAMARCA;772;SUESCA;21,40;4,76;25,47;-;23,62;1,96;
25;CUNDINAMARCA;777;SUPATA;19,91;-;37,97;-;32,95;-;
25;CUNDINAMARCA;779;SUSA;29,29;-;32,08;-;30,71;-;
25;CUNDINAMARCA;781;SUTATAUSA;19,84;-;34,21;-;30,00;-;
25;CUNDINAMARCA;785;TABIO;14,75;4,48;10,48;9,89;12,40;5,19;
25;CUNDINAMARCA;793;TAUSA;21,37;-;25,99;-;25,50;-;
25;CUNDINAMARCA;797;TENA;24,36;-;24,15;-;24,17;-;
25;CUNDINAMARCA;799;TENJO;17,13;-;15,28;-;16,17;-;
25;CUNDINAMARCA;805;TIBACUY;32,69;-;38,14;4,97;37,47;4,43;
25;CUNDINAMARCA;807;TIBIRITA;9,15;-;39,03;-;34,05;-;
25;CUNDINAMARCA;815;TOCAIMA;25,13;5,10;46,86;5,21;33,77;3,67;
25;CUNDINAMARCA;817;TOCANCIPA;22,38;4,30;18,43;8,08;20,01;4,87;
25;CUNDINAMARCA;823;TOPAIPI;29,49;-;69,61;-;63,58;-;
25;CUNDINAMARCA;839;UBALA;26,19;-;51,54;-;49,47;-;
25;CUNDINAMARCA;841;UBAQUE;11,92;-;35,07;5,19;32,15;4,94;
25;CUNDINAMARCA;843;VILLA DE SAN DIEGO DE UBATE;16,51;7,24;29,97;12,93;20,94;7,20;
25;CUNDINAMARCA;845;UNE;25,04;4,35;30,85;6,14;28,17;4,03;
25;CUNDINAMARCA;851;UTICA;32,10;-;55,29;-;42,70;-;
25;CUNDINAMARCA;862;VERGARA;20,85;-;58,31;-;52,14;-;
25;CUNDINAMARCA;867;VIANI;26,90;-;32,51;-;30,86;-;
25;CUNDINAMARCA;871;VILLAGOMEZ;29,10;-;47,94;-;42,95;-;
25;CUNDINAMARCA;873;VILLAPINZON;17,65;6,84;29,73;8,71;25,85;6,96;
25;CUNDINAMARCA;875;VILLETA;12,44;10,69;35,35;9,63;21,34;7,27;
25;CUNDINAMARCA;878;VIOTA;31,38;-;41,65;-;38,46;-;
25;CUNDINAMARCA;885;YACOPI;32,82;-;72,95;-;64,73;-;
25;CUNDINAMARCA;898;ZIPACON;31,83;-;29,93;3,25;30,57;2,11;
25;CUNDINAMARCA;899;ZIPAQUIRA;12,16;10,42;18,74;10,73;13,00;8,72;
27;CHOCO;001;QUIBDO;90,46;1,14;78,54;-;89,47;1,06;
27;CHOCO;006;ACANDI;33,01;-;65,07;-;49,25;-;
27;CHOCO;025;ALTO BAUDO;99,87;-;96,41;-;97,18;-;
27;CHOCO;050;ATRATO;97,84;-;71,26;-;80,11;-;
27;CHOCO;073;BAGADO;67,51;-;91,27;-;84,49;-;
27;CHOCO;075;BAHIA SOLANO;27,89;-;32,25;-;30,19;-;
27;CHOCO;077;BAJO BAUDO;44,92;-;84,12;-;78,28;-;
27;CHOCO;099;BOJAYA;97,06;-;94,83;-;96,03;-;
27;CHOCO;135;EL CANTON DEL SAN PABLO;52,87;-;52,32;-;52,55;-;
27;CHOCO;150;CARMEN DEL DARIEN;88,46;-;91,37;-;90,67;-;
27;CHOCO;160;CERTEGUI;92,85;-;80,47;-;87,24;-;
27;CHOCO;205;CONDOTO;65,99;-;54,41;-;62,58;-;
27;CHOCO;245;EL CARMEN DE ATRATO;13,89;-;51,93;-;31,70;-;
27;CHOCO;250;EL LITORAL DEL SAN JUAN;54,46;-;81,43;-;77,55;-;
27;CHOCO;361;ISTMINA;92,32;0,90;73,59;-;88,08;0,73;
27;CHOCO;372;JURADO;93,07;-;80,83;-;86,21;-;
27;CHOCO;413;LLORO;45,95;-;81,44;-;71,78;-;
27;CHOCO;425;MEDIO ATRATO;100,00;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
27;CHOCO;430;MEDIO BAUDO;100,00;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
27;CHOCO;450;MEDIO SAN JUAN;44,91;-;64,92;-;58,20;-;
27;CHOCO;491;NOVITA;53,35;-;72,80;-;66,19;-;
27;CHOCO;495;NUQUI;37,89;-;48,36;-;45,24;-;
27;CHOCO;580;RIO IRO;83,49;-;82,52;-;82,68;-;
27;CHOCO;600;RIO QUITO;99,38;-;93,82;-;98,81;-;
27;CHOCO;615;RIOSUCIO (2);99,72;-;79,90;-;85,21;-;Según fallo del Consejo de Estado del 22 de noviembre de 2007, Exp 2001-00458, la ordenanza 011 del 2000 de la Asamblea Departamental del Chocó fue declarada nula. Actualmente persisten controversias sobre los límites departamentales entre Chocó y Antioquia, que están siendo revisados por las autoridades competentes. Una vez se  diriman dichas divergencias limítrofes el DANE hará los ajustes poblacionales pertinentes.
27;CHOCO;660;SAN JOSE DEL PALMAR;30,18;-;45,83;-;42,02;-;
27;CHOCO;745;SIPI;42,11;-;47,58;-;47,47;-;
27;CHOCO;787;TADO;89,30;1,22;82,43;-;86,86;0,81;
27;CHOCO;800;UNGUIA;42,18;-;68,67;-;60,63;-;
27;CHOCO;810;UNION PANAMERICANA;69,71;-;43,44;-;53,39;-;
41;HUILA;001;NEIVA;15,96;8,83;43,38;6,01;17,70;7,51;
41;HUILA;006;ACEVEDO;97,69;-;57,01;-;64,10;-;
41;HUILA;013;AGRADO;37,75;-;53,57;-;44,92;-;
41;HUILA;016;AIPE;32,31;3,72;47,23;3,12;38,01;2,45;
41;HUILA;020;ALGECIRAS;40,08;2,78;62,72;-;49,20;1,35;
41;HUILA;026;ALTAMIRA;15,11;-;40,78;-;23,58;-;
41;HUILA;078;BARAYA;100,00;;100,00;;100,00;;Se asignó el máximo valor de NBI (100%) por no contar con información suficiente para su estimación
41;HUILA;132;CAMPOALEGRE;22,74;6,29;38,19;5,89;26,67;4,54;
41;HUILA;206;COLOMBIA;40,68;-;69,92;-;64,77;-;
41;HUILA;244;ELIAS;20,24;-;39,53;-;33,27;-;
41;HUILA;298;GARZON;18,53;7,87;42,73;5,68;30,93;4,63;
41;HUILA;306;GIGANTE;21,99;4,98;39,72;4,80;30,70;3,55;
41;HUILA;319;GUADALUPE;20,05;-;43,88;-;36,94;-;
41;HUILA;349;HOBO;25,81;4,63;53,71;3,37;32,68;3,08;
41;HUILA;357;IQUIRA;12,96;-;53,71;-;44,29;-;
41;HUILA;359;ISNOS;28,65;-;51,17;-;46,63;-;
41;HUILA;378;LA ARGENTINA;32,14;-;50,54;-;44,67;-;
41;HUILA;396;LA PLATA;22,44;6,08;58,82;3,60;44,51;3,13;
41;HUILA;483;NATAGA;30,25;-;48,12;-;42,28;-;
41;HUILA;503;OPORAPA;47,04;-;55,85;-;53,30;-;
41;HUILA;518;PAICOL;17,23;-;52,10;-;38,44;-;
41;HUILA;524;PALERMO;30,73;4,04;29,77;5,10;30,22;3,30;
41;HUILA;530;PALESTINA;26,59;-;48,67;-;44,97;-;
41;HUILA;548;PITAL;27,71;-;53,77;-;44,85;-;
41;HUILA;551;PITALITO;26,22;8,76;52,52;4,73;37,08;4,57;
41;HUILA;615;RIVERA;29,99;3,76;35,07;6,16;32,32;3,60;
41;HUILA;660;SALADOBLANCO;30,59;-;54,52;-;49,44;-;
